-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 
Location: Latitude  53.885   Longitude 1.791 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2021,2,3,15,9.17,60.59
2021,2,3,16,9.34,61.29
2021,2,3,17,9.35,62.9
2021,2,3,18,9.13,64.55
2021,2,3,19,8.68,66.23
2021,2,3,20,8.29,68.61
2021,2,3,21,8.19,71.38
2021,2,3,22,8.12,74.32
2021,2,3,23,7.77,77.33
2021,2,4,0,7.25,80.25
2021,2,4,1,6.63,81.94
2021,2,4,2,6.16,81.39
2021,2,4,3,5.83,80.98
2021,2,4,4,5.64,82.36
2021,2,4,5,5.6,84.64
2021,2,4,6,5.71,86.63
2021,2,4,7,5.95,89.47
2021,2,4,8,6.18,93.48
2021,2,4,9,6.4,96.59
2021,2,4,10,6.81,98.64
2021,2,4,11,7.29,100.56
2021,2,4,12,7.74,102.7
2021,2,4,13,8.34,104.93
2021,2,4,14,9.04,106.88
2021,2,4,15,9.77,107.41
2021,2,4,16,10.45,107.13
2021,2,4,17,10.98,107.34
2021,2,4,18,11.4,106.97
2021,2,4,19,11.95,105.44
2021,2,4,20,12.62,103.53
2021,2,4,21,13.41,102.21
2021,2,4,22,13.95,100.68
2021,2,4,23,14.4,99.18
2021,2,5,0,14.7,98.19
2021,2,5,1,14.93,98.67
2021,2,5,2,14.89,100.34
2021,2,5,3,14.85,103.11
2021,2,5,4,14.71,106.44
2021,2,5,5,14.09,109.9
2021,2,5,6,13.43,113.73
2021,2,5,7,12.85,115.88
2021,2,5,8,12.16,117.75
2021,2,5,9,11.34,120.79
2021,2,5,10,10.55,122.36
2021,2,5,11,9.99,120.98
2021,2,5,12,9.68,118.86
2021,2,5,13,9.39,116.69
2021,2,5,14,9.32,112.46
2021,2,5,15,9.59,107.39
2021,2,5,16,10.09,104.76
2021,2,5,17,10.44,105.99
2021,2,5,18,10.44,108.06
2021,2,5,19,10.37,107.58
2021,2,5,20,10.56,105.58
2021,2,5,21,10.84,104.32
2021,2,5,22,11.17,103.39
2021,2,5,23,11.54,102.23
2021,2,6,0,11.88,100.92
2021,2,6,1,12.19,98.62
2021,2,6,2,12.59,95.7
2021,2,6,3,13.13,92.97
2021,2,6,4,13.62,91.28
2021,2,6,5,14.02,90.61
2021,2,6,6,14.42,90.68
2021,2,6,7,14.78,91.27
2021,2,6,8,15.02,91.91
2021,2,6,9,15.19,92.0
2021,2,6,10,15.44,91.94
2021,2,6,11,15.69,91.4
2021,2,6,12,15.94,90.03
2021,2,6,13,16.24,88.43
2021,2,6,14,16.58,87.46
2021,2,6,15,17.17,87.11
2021,2,6,16,17.99,87.56
2021,2,6,17,18.66,87.65
2021,2,6,18,19.06,86.69
2021,2,6,19,19.23,84.94
2021,2,6,20,19.07,83.08
2021,2,6,21,18.85,81.28
2021,2,6,22,18.47,78.83
2021,2,6,23,18.16,76.08
2021,2,7,0,18.07,73.55
2021,2,7,1,18.1,71.14
2021,2,7,2,18.19,68.77
2021,2,7,3,18.31,67.63
2021,2,7,4,18.52,67.79
2021,2,7,5,18.66,68.39
2021,2,7,6,18.79,68.79
2021,2,7,7,18.89,68.84
2021,2,7,8,19.24,68.69
2021,2,7,9,19.62,68.43
2021,2,7,10,19.77,67.51
2021,2,7,11,20.08,66.99
2021,2,7,12,20.24,66.81
2021,2,7,13,20.33,66.39
2021,2,7,14,20.47,66.16
2021,2,7,15,20.51,66.09
2021,2,7,16,20.57,66.29
2021,2,7,17,20.62,67.15
2021,2,7,18,20.59,68.41
2021,2,7,19,20.35,69.62
2021,2,7,20,20.08,70.38
2021,2,7,21,19.73,70.7
2021,2,7,22,19.31,70.63
2021,2,7,23,18.97,70.46
2021,2,8,0,18.59,70.26
2021,2,8,1,18.2,69.82
2021,2,8,2,17.87,69.58
2021,2,8,3,17.67,70.15
2021,2,8,4,17.49,70.43
2021,2,8,5,17.4,70.21
2021,2,8,6,17.32,70.12
2021,2,8,7,16.98,69.84
2021,2,8,8,16.46,69.53
2021,2,8,9,16.04,69.74
2021,2,8,10,15.73,70.05
2021,2,8,11,15.58,69.69
2021,2,8,12,15.61,68.54
2021,2,8,13,15.77,67.23
2021,2,8,14,15.84,66.42
2021,2,8,15,15.79,65.31
2021,2,8,16,15.73,64.21
2021,2,8,17,15.65,64.07
2021,2,8,18,15.4,64.59
2021,2,8,19,14.94,65.16
2021,2,8,20,14.39,65.33
2021,2,8,21,13.91,65.22
2021,2,8,22,13.58,65.03
2021,2,8,23,13.36,65.28
2021,2,9,0,13.01,65.71
2021,2,9,1,12.56,66.08
2021,2,9,2,12.05,66.23
2021,2,9,3,11.55,66.35
2021,2,9,4,11.2,66.48
2021,2,9,5,10.9,67.02
2021,2,9,6,10.61,67.7
2021,2,9,7,10.38,68.65
2021,2,9,8,10.17,69.77
2021,2,9,9,9.92,70.68
2021,2,9,10,9.64,70.74
2021,2,9,11,9.29,69.83
2021,2,9,12,8.9,68.43
2021,2,9,13,8.66,67.0
2021,2,9,14,8.66,65.59
2021,2,9,15,8.99,64.79
2021,2,9,16,9.59,64.56
2021,2,9,17,10.23,64.98
2021,2,9,18,10.7,65.83
2021,2,9,19,10.93,66.53
2021,2,9,20,10.98,67.14
2021,2,9,21,10.86,67.33
2021,2,9,22,10.59,66.44
2021,2,9,23,10.32,64.42
2021,2,10,0,10.14,61.26
2021,2,10,1,10.1,58.09
2021,2,10,2,10.06,55.47
2021,2,10,3,10.03,54.13
2021,2,10,4,9.95,53.65
2021,2,10,5,9.76,52.84
2021,2,10,6,9.59,51.49
2021,2,10,7,9.46,50.02
2021,2,10,8,9.26,48.63
2021,2,10,9,9.02,47.95
2021,2,10,10,8.87,48.36
2021,2,10,11,8.8,49.11
2021,2,10,12,8.73,49.32
2021,2,10,13,8.75,48.84
2021,2,10,14,8.86,48.75
2021,2,10,15,9.04,49.94
2021,2,10,16,9.3,52.13
2021,2,10,17,9.57,55.31
2021,2,10,18,9.7,58.47
2021,2,10,19,9.65,61.53
2021,2,10,20,9.37,64.74
2021,2,10,21,8.94,67.92
2021,2,10,22,8.17,70.85
2021,2,10,23,7.22,73.27
2021,2,11,0,6.24,75.58
2021,2,11,1,5.29,77.71
2021,2,11,2,4.4,79.25
2021,2,11,3,3.62,82.94
2021,2,11,4,3.07,88.54
2021,2,11,5,2.67,97.23
2021,2,11,6,2.43,108.79
2021,2,11,7,2.35,121.26
2021,2,11,8,2.43,137.74
2021,2,11,9,2.71,154.91
2021,2,11,10,3.23,168.12
2021,2,11,11,3.72,176.51
2021,2,11,12,3.81,178.71
2021,2,11,13,3.55,173.3
2021,2,11,14,3.33,160.84
2021,2,11,15,3.29,147.33
2021,2,11,16,3.38,133.5
2021,2,11,17,3.9,120.06
2021,2,11,18,4.66,110.41
2021,2,11,19,5.39,104.94
2021,2,11,20,6.04,102.54
2021,2,11,21,6.59,102.8
2021,2,11,22,7.01,105.04
2021,2,11,23,7.25,107.95
2021,2,12,0,7.39,109.78
2021,2,12,1,7.55,109.65
2021,2,12,2,7.81,108.96
2021,2,12,3,8.26,109.03
2021,2,12,4,8.83,108.74
2021,2,12,5,9.53,108.09
2021,2,12,6,10.13,107.69
2021,2,12,7,10.46,107.2
2021,2,12,8,10.51,107.44
2021,2,12,9,10.43,108.34
2021,2,12,10,10.39,110.52
2021,2,12,11,10.42,112.85
2021,2,12,12,10.58,113.46
2021,2,12,13,10.79,112.44
2021,2,12,14,10.96,110.8
2021,2,12,15,11.03,109.05
2021,2,12,16,11.13,108.19
2021,2,12,17,11.33,108.95
2021,2,12,18,11.73,111.03
2021,2,12,19,12.15,113.75
2021,2,12,20,12.35,116.94
2021,2,12,21,12.43,120.64
2021,2,12,22,12.6,124.34
2021,2,12,23,12.88,127.24
2021,2,13,0,13.14,129.55
2021,2,13,1,13.31,132.24
2021,2,13,2,13.49,135.38
2021,2,13,3,13.7,138.54
2021,2,13,4,13.91,140.81
2021,2,13,5,14.15,141.0
2021,2,13,6,14.42,140.41
2021,2,13,7,14.56,141.75
2021,2,13,8,14.61,143.85
2021,2,13,9,14.76,146.27
2021,2,13,10,14.91,149.28
2021,2,13,11,15.0,151.58
2021,2,13,12,15.08,151.8
2021,2,13,13,15.2,150.09
2021,2,13,14,15.29,149.16
2021,2,13,15,15.34,149.45
2021,2,13,16,15.71,149.62
2021,2,13,17,15.98,150.35
2021,2,13,18,16.35,149.76
2021,2,13,19,17.07,148.49
2021,2,13,20,16.5,156.38
2021,2,13,21,16.29,160.12
2021,2,13,22,16.69,160.93
2021,2,13,23,16.99,163.68
2021,2,14,0,17.0,169.17
2021,2,14,1,16.79,173.75
2021,2,14,2,16.73,174.4
2021,2,14,3,16.86,173.8
2021,2,14,4,16.86,173.19
2021,2,14,5,16.93,172.71
2021,2,14,6,17.32,171.83
2021,2,14,7,17.59,171.78
2021,2,14,8,17.76,172.98
2021,2,14,9,17.82,171.96
2021,2,14,10,17.78,169.47
2021,2,14,11,18.05,167.22
2021,2,14,12,18.47,166.85
2021,2,14,13,18.85,166.23
2021,2,14,14,19.3,166.4
2021,2,14,15,19.67,167.45
2021,2,14,16,19.72,170.52
2021,2,14,17,19.37,174.1
2021,2,14,18,18.69,176.04
2021,2,14,19,18.27,176.35
2021,2,14,20,17.9,176.17
2021,2,14,21,17.17,177.34
2021,2,14,22,16.52,181.08
2021,2,14,23,16.25,184.58
2021,2,15,0,16.02,186.47
2021,2,15,1,15.07,189.13
2021,2,15,2,14.02,193.44
2021,2,15,3,12.76,196.68
2021,2,15,4,11.63,199.79
2021,2,15,5,10.76,202.5
2021,2,15,6,9.81,204.63
2021,2,15,7,9.18,211.11
2021,2,15,8,8.28,217.29
2021,2,15,9,7.21,223.73
2021,2,15,10,6.34,228.95
2021,2,15,11,6.14,229.95
2021,2,15,12,6.33,231.42
2021,2,15,13,6.48,232.94
2021,2,15,14,6.84,234.35
2021,2,15,15,7.2,233.29
2021,2,15,16,7.34,229.66
2021,2,15,17,7.5,221.24
2021,2,15,18,8.31,214.81
2021,2,15,19,8.71,212.07
2021,2,15,20,8.64,206.19
2021,2,15,21,9.14,203.41
2021,2,15,22,8.91,199.47
2021,2,15,23,8.6,191.0
2021,2,16,0,9.4,178.76
2021,2,16,1,10.84,174.71
2021,2,16,2,11.76,172.52
2021,2,16,3,12.64,177.7
2021,2,16,4,13.82,189.37
2021,2,16,5,14.2,195.54
2021,2,16,6,13.72,191.0
2021,2,16,7,14.86,197.76
2021,2,16,8,14.08,202.0
2021,2,16,9,13.57,203.36
2021,2,16,10,12.83,202.25
2021,2,16,11,11.87,200.82
2021,2,16,12,11.6,208.12
2021,2,16,13,10.83,214.39
2021,2,16,14,10.06,214.79
2021,2,16,15,10.01,214.57
2021,2,16,16,10.16,214.57
2021,2,16,17,10.45,216.18
2021,2,16,18,10.88,218.88
2021,2,16,19,11.01,221.72
2021,2,16,20,10.68,225.12
2021,2,16,21,10.26,229.14
2021,2,16,22,10.1,230.36
2021,2,16,23,10.11,233.36
2021,2,17,0,10.01,237.82
2021,2,17,1,9.56,236.93
2021,2,17,2,9.42,233.03
2021,2,17,3,9.67,229.65
2021,2,17,4,10.02,224.78
2021,2,17,5,9.81,211.98
2021,2,17,6,10.35,193.81
2021,2,17,7,12.04,187.08
2021,2,17,8,13.52,192.96
2021,2,17,9,13.58,196.58
2021,2,17,10,13.73,202.23
2021,2,17,11,13.14,210.54
2021,2,17,12,12.41,216.22
2021,2,17,13,11.75,216.02
2021,2,17,14,11.42,217.07
2021,2,17,15,10.55,212.97
2021,2,17,16,10.06,202.8
2021,2,17,17,10.35,193.98
2021,2,17,18,10.79,187.74
2021,2,17,19,11.39,184.8
2021,2,17,20,12.1,186.12
2021,2,17,21,12.86,189.55
2021,2,17,22,14.76,194.25
2021,2,17,23,15.33,194.13
2021,2,18,0,14.98,186.8
2021,2,18,1,14.5,181.11
2021,2,18,2,14.31,179.78
2021,2,18,3,14.45,179.38
2021,2,18,4,14.52,177.32
2021,2,18,5,14.67,173.55
2021,2,18,6,15.09,169.86
2021,2,18,7,16.73,171.16
2021,2,18,8,17.34,170.58
2021,2,18,9,17.14,167.34
2021,2,18,10,16.83,166.42
2021,2,18,11,15.86,166.35
2021,2,18,12,15.76,169.38
2021,2,18,13,15.46,178.38
2021,2,18,14,13.47,193.04
2021,2,18,15,12.46,224.49
2021,2,18,16,12.37,249.45
2021,2,18,17,11.09,245.53
2021,2,18,18,11.05,228.09
2021,2,18,19,13.05,223.37
2021,2,18,20,14.76,227.7
2021,2,18,21,15.01,231.68
2021,2,18,22,15.0,237.27
2021,2,18,23,14.56,241.12
2021,2,19,0,13.41,241.46
2021,2,19,1,12.08,238.79
2021,2,19,2,10.64,230.81
2021,2,19,3,9.73,218.35
2021,2,19,4,9.78,205.71
2021,2,19,5,10.14,195.28
2021,2,19,6,10.75,186.0
2021,2,19,7,11.57,179.65
2021,2,19,8,12.45,176.94
2021,2,19,9,13.16,177.31
2021,2,19,10,13.64,175.93
2021,2,19,11,14.28,172.2
2021,2,19,12,15.06,170.84
2021,2,19,13,15.43,172.58
2021,2,19,14,15.47,174.32
2021,2,19,15,15.66,174.59
2021,2,19,16,15.92,175.13
2021,2,19,17,16.04,176.54
2021,2,19,18,15.86,177.03
2021,2,19,19,15.78,175.85
2021,2,19,20,15.7,179.2
2021,2,19,21,15.55,179.45
2021,2,19,22,15.36,180.09
2021,2,19,23,15.24,180.18
2021,2,20,0,14.99,180.54
2021,2,20,1,14.66,180.55
2021,2,20,2,14.39,179.88
2021,2,20,3,14.11,177.65
2021,2,20,4,14.41,175.06
2021,2,20,5,14.78,174.14
2021,2,20,6,14.5,172.17
2021,2,20,7,14.81,172.33
2021,2,20,8,14.6,171.57
2021,2,20,9,14.39,170.72
2021,2,20,10,13.85,163.99
2021,2,20,11,13.91,161.77
2021,2,20,12,14.12,161.51
2021,2,20,13,14.48,162.99
2021,2,20,14,14.62,164.29
2021,2,20,15,14.8,164.04
2021,2,20,16,15.37,164.85
2021,2,20,17,15.69,165.11
2021,2,20,18,15.9,166.65
2021,2,20,19,15.89,169.26
2021,2,20,20,15.84,173.74
2021,2,20,21,15.55,178.85
2021,2,20,22,15.44,184.35
2021,2,20,23,14.73,188.14
2021,2,21,0,14.18,189.42
2021,2,21,1,13.92,191.4
2021,2,21,2,13.54,192.26
2021,2,21,3,13.11,193.37
2021,2,21,4,12.55,195.41
2021,2,21,5,11.92,197.39
2021,2,21,6,11.35,201.05
2021,2,21,7,10.62,203.49
2021,2,21,8,10.13,203.8
2021,2,21,9,9.42,200.88
2021,2,21,10,8.91,195.35
2021,2,21,11,8.76,189.29
2021,2,21,12,8.66,183.05
2021,2,21,13,8.69,177.89
2021,2,21,14,8.65,174.66
2021,2,21,15,8.46,172.89
2021,2,21,16,8.4,171.66
2021,2,21,17,8.51,171.34
2021,2,21,18,8.5,172.18
2021,2,21,19,8.26,171.46
2021,2,21,20,8.07,168.9
2021,2,21,21,7.89,165.91
2021,2,21,22,7.53,162.19
2021,2,21,23,7.14,157.34
2021,2,22,0,6.94,152.57
2021,2,22,1,6.92,150.8
2021,2,22,2,7.07,154.96
2021,2,22,3,7.24,162.54
2021,2,22,4,7.27,168.85
2021,2,22,5,7.34,171.25
2021,2,22,6,7.61,171.85
2021,2,22,7,8.08,174.34
2021,2,22,8,8.61,180.88
2021,2,22,9,8.83,192.25
2021,2,22,10,8.49,205.15
2021,2,22,11,8.24,215.54
2021,2,22,12,7.92,224.16
2021,2,22,13,6.81,236.04
2021,2,22,14,5.84,247.27
2021,2,22,15,5.07,254.16
2021,2,22,16,4.48,257.01
2021,2,22,17,4.69,264.45
2021,2,22,18,5.31,272.11
2021,2,22,19,4.35,274.64
2021,2,22,20,2.77,256.47
2021,2,22,21,2.94,215.17
2021,2,22,22,4.17,199.25
2021,2,22,23,4.73,194.24
2021,2,23,0,5.33,188.51
2021,2,23,1,6.29,185.06
2021,2,23,2,7.07,187.42
2021,2,23,3,7.62,189.74
2021,2,23,4,8.26,188.15
2021,2,23,5,9.07,185.09
2021,2,23,6,9.93,185.37
2021,2,23,7,10.69,189.0
2021,2,23,8,11.15,190.54
2021,2,23,9,11.49,185.74
2021,2,23,10,12.08,178.07
2021,2,23,11,13.14,174.71
2021,2,23,12,13.9,174.94
2021,2,23,13,14.53,177.47
2021,2,23,14,15.18,180.0
2021,2,23,15,15.88,181.18
2021,2,23,16,16.03,184.87
2021,2,23,17,16.02,186.66
2021,2,23,18,16.03,188.15
2021,2,23,19,15.94,189.28
2021,2,23,20,15.85,190.14
2021,2,23,21,15.81,191.69
2021,2,23,22,15.83,192.97
2021,2,23,23,15.8,193.96
2021,2,24,0,16.43,195.38
2021,2,24,1,16.48,199.49
2021,2,24,2,17.19,206.24
2021,2,24,3,15.92,200.6
2021,2,24,4,15.68,199.77
2021,2,24,5,15.34,199.49
2021,2,24,6,15.32,199.57
2021,2,24,7,15.42,199.51
2021,2,24,8,15.46,199.83
2021,2,24,9,15.18,198.48
2021,2,24,10,14.96,196.23
2021,2,24,11,15.14,196.67
2021,2,24,12,15.53,197.2
2021,2,24,13,15.53,196.54
2021,2,24,14,15.47,195.52
2021,2,24,15,15.6,195.51
2021,2,24,16,15.79,195.61
2021,2,24,17,16.04,196.47
2021,2,24,18,15.95,196.6
2021,2,24,19,15.68,195.28
2021,2,24,20,15.61,195.0
2021,2,24,21,15.59,198.07
2021,2,24,22,15.31,202.13
2021,2,24,23,15.1,204.95
2021,2,25,0,14.31,206.69
2021,2,25,1,14.11,211.99
2021,2,25,2,14.44,220.9
2021,2,25,3,12.85,227.49
2021,2,25,4,11.83,241.39
2021,2,25,5,10.88,254.59
2021,2,25,6,9.87,261.49
2021,2,25,7,9.27,262.79
2021,2,25,8,9.02,262.14
2021,2,25,9,8.97,261.54
2021,2,25,10,8.69,260.89
2021,2,25,11,8.32,260.21
2021,2,25,12,8.07,260.14
2021,2,25,13,7.94,260.66
2021,2,25,14,7.76,262.02
2021,2,25,15,7.88,264.83
2021,2,25,16,8.46,270.53
2021,2,25,17,8.84,276.96
2021,2,25,18,8.92,282.8
2021,2,25,19,8.93,286.41
2021,2,25,20,8.95,287.74
2021,2,25,21,9.05,288.51
2021,2,25,22,9.06,289.59
2021,2,25,23,8.86,290.7
2021,2,26,0,8.52,291.41
2021,2,26,1,8.36,292.64
2021,2,26,2,8.47,294.65
2021,2,26,3,8.37,295.42
2021,2,26,4,8.19,294.68
2021,2,26,5,7.79,290.67
2021,2,26,6,7.39,284.89
2021,2,26,7,7.1,280.07
2021,2,26,8,7.1,276.06
2021,2,26,9,7.18,274.74
2021,2,26,10,7.25,275.69
2021,2,26,11,7.19,278.24
2021,2,26,12,6.99,281.61
2021,2,26,13,6.63,285.38
2021,2,26,14,6.18,289.56
2021,2,26,15,5.76,293.61
2021,2,26,16,5.27,297.67
2021,2,26,17,4.65,301.31
2021,2,26,18,4.0,302.23
2021,2,26,19,3.46,298.13
2021,2,26,20,3.26,289.04
2021,2,26,21,3.48,279.42
2021,2,26,22,4.17,275.49
2021,2,26,23,5.06,278.17
2021,2,27,0,5.83,283.4
2021,2,27,1,6.33,288.79
2021,2,27,2,6.58,293.06
2021,2,27,3,6.47,296.22
2021,2,27,4,6.02,297.5
2021,2,27,5,5.52,296.13
2021,2,27,6,5.11,293.35
2021,2,27,7,4.84,289.6
2021,2,27,8,4.76,284.54
2021,2,27,9,4.78,282.56
2021,2,27,10,4.81,282.75
2021,2,27,11,4.75,283.9
2021,2,27,12,4.58,285.74
2021,2,27,13,4.3,288.53
2021,2,27,14,3.94,292.86
2021,2,27,15,3.51,298.84
2021,2,27,16,3.04,306.43
2021,2,27,17,2.57,316.11
2021,2,27,18,2.09,325.95
2021,2,27,19,1.6,337.57
2021,2,27,20,1.09,355.48
2021,2,27,21,0.64,22.83
2021,2,27,22,0.36,62.88
2021,2,27,23,0.36,113.2
2021,2,28,0,0.45,136.4
2021,2,28,1,0.47,143.13
2021,2,28,2,0.39,135.81
2021,2,28,3,0.35,121.18
2021,2,28,4,0.38,103.17
2021,2,28,5,0.49,93.69
2021,2,28,6,0.6,93.76
2021,2,28,7,0.73,101.07
2021,2,28,8,0.88,112.93
2021,2,28,9,0.98,124.95
2021,2,28,10,0.96,134.01
2021,2,28,11,0.94,137.69
2021,2,28,12,0.95,132.66
2021,2,28,13,1.1,116.93
2021,2,28,14,1.63,105.83
2021,2,28,15,2.46,102.27
2021,2,28,16,3.25,100.93
2021,2,28,17,3.78,99.75
2021,2,28,18,4.06,98.63
2021,2,28,19,4.35,99.41
2021,2,28,20,4.77,101.92
2021,2,28,21,4.94,103.73
2021,2,28,22,4.81,104.96
2021,2,28,23,4.69,106.65
2021,3,1,0,4.54,107.75
2021,3,1,1,4.31,107.74
2021,3,1,2,4.07,106.38
2021,3,1,3,4.1,105.81
2021,3,1,4,4.35,107.33
2021,3,1,5,4.5,108.75
2021,3,1,6,4.69,109.46
2021,3,1,7,5.0,110.19
2021,3,1,8,5.31,111.66
2021,3,1,9,5.54,113.24
2021,3,1,10,5.68,114.87
2021,3,1,11,5.78,116.22
2021,3,1,12,5.78,117.29
2021,3,1,13,5.71,117.44
2021,3,1,14,5.67,116.0
2021,3,1,15,5.7,113.26
2021,3,1,16,5.81,109.65
2021,3,1,17,6.07,105.84
2021,3,1,18,6.48,103.23
2021,3,1,19,7.02,102.4
2021,3,1,20,7.32,102.89
2021,3,1,21,7.39,104.7
2021,3,1,22,7.23,107.95
2021,3,1,23,6.85,111.53
2021,3,2,0,6.32,113.93
2021,3,2,1,5.69,113.57
2021,3,2,2,5.17,108.87
2021,3,2,3,5.01,101.78
2021,3,2,4,5.13,96.39
2021,3,2,5,5.32,93.79
2021,3,2,6,5.5,93.91
2021,3,2,7,5.66,96.34
2021,3,2,8,5.69,99.57
2021,3,2,9,5.49,101.57
2021,3,2,10,5.18,102.55
2021,3,2,11,4.78,101.88
2021,3,2,12,4.4,99.91
2021,3,2,13,4.04,95.89
2021,3,2,14,3.87,90.46
2021,3,2,15,3.88,88.15
2021,3,2,16,3.89,89.19
2021,3,2,17,3.8,91.41
2021,3,2,18,3.54,94.82
2021,3,2,19,3.09,97.99
2021,3,2,20,2.55,100.24
2021,3,2,21,2.0,101.49
2021,3,2,22,1.47,99.76
2021,3,2,23,0.97,90.0
2021,3,3,0,0.62,57.92
2021,3,3,1,0.71,13.28
2021,3,3,2,1.09,358.35
2021,3,3,3,1.52,358.53
2021,3,3,4,1.84,4.14
2021,3,3,5,1.86,9.66
2021,3,3,6,1.62,10.28
2021,3,3,7,1.27,1.76
2021,3,3,8,1.13,339.44
2021,3,3,9,1.38,320.98
2021,3,3,10,1.83,315.17
2021,3,3,11,2.25,316.27
2021,3,3,12,2.6,321.58
2021,3,3,13,2.83,329.33
2021,3,3,14,3.04,338.12
2021,3,3,15,3.12,347.85
2021,3,3,16,3.11,357.12
2021,3,3,17,3.07,5.12
2021,3,3,18,2.95,10.83
2021,3,3,19,2.83,13.92
2021,3,3,20,2.82,15.73
2021,3,3,21,3.04,17.18
2021,3,3,22,3.43,19.55
2021,3,3,23,3.93,23.05
2021,3,4,0,4.45,27.37
2021,3,4,1,4.86,31.47
2021,3,4,2,5.22,34.21
2021,3,4,3,5.44,35.47
2021,3,4,4,5.59,34.11
2021,3,4,5,5.81,30.63
2021,3,4,6,6.03,26.03
2021,3,4,7,6.36,22.0
2021,3,4,8,6.77,19.56
2021,3,4,9,7.34,18.49
2021,3,4,10,8.12,18.23
2021,3,4,11,9.03,17.48
2021,3,4,12,9.86,15.78
2021,3,4,13,10.52,13.49
2021,3,4,14,11.03,12.15
2021,3,4,15,11.27,13.27
2021,3,4,16,11.31,17.16
2021,3,4,17,11.18,22.52
2021,3,4,18,10.87,28.07
2021,3,4,19,10.4,32.11
2021,3,4,20,9.88,33.51
2021,3,4,21,9.41,32.94
2021,3,4,22,8.98,31.34
2021,3,4,23,8.6,29.73
2021,3,5,0,8.35,27.52
2021,3,5,1,8.29,25.04
2021,3,5,2,8.39,22.74
2021,3,5,3,8.44,21.67
2021,3,5,4,8.26,21.06
2021,3,5,5,8.0,20.77
2021,3,5,6,7.69,21.51
2021,3,5,7,7.31,23.17
2021,3,5,8,6.83,25.27
2021,3,5,9,6.34,26.25
2021,3,5,10,5.75,25.83
2021,3,5,11,5.27,23.03
2021,3,5,12,5.03,18.55
2021,3,5,13,4.95,13.71
2021,3,5,14,4.95,10.73
2021,3,5,15,4.98,9.03
2021,3,5,16,4.97,9.14
2021,3,5,17,4.84,11.82
2021,3,5,18,4.54,16.41
2021,3,5,19,4.05,21.27
2021,3,5,20,3.46,25.0
2021,3,5,21,2.9,27.12
2021,3,5,22,2.33,27.77
2021,3,5,23,1.82,22.71
2021,3,6,0,1.51,10.15
2021,3,6,1,1.41,352.36
2021,3,6,2,1.51,334.89
2021,3,6,3,1.68,322.01
2021,3,6,4,1.79,313.59
2021,3,6,5,1.89,306.44
2021,3,6,6,2.07,301.71
2021,3,6,7,2.2,298.2
2021,3,6,8,2.29,293.76
2021,3,6,9,2.31,288.13
2021,3,6,10,2.47,282.06
2021,3,6,11,2.79,279.33
2021,3,6,12,3.22,280.9
2021,3,6,13,3.65,285.76
2021,3,6,14,3.91,291.55
2021,3,6,15,3.98,294.6
2021,3,6,16,4.0,294.86
2021,3,6,17,4.13,293.75
2021,3,6,18,4.4,292.24
2021,3,6,19,4.73,291.31
2021,3,6,20,5.08,291.2
2021,3,6,21,5.31,291.05
2021,3,6,22,5.37,290.44
2021,3,6,23,5.34,290.37
2021,3,7,0,5.28,289.45
2021,3,7,1,5.25,286.87
2021,3,7,2,5.39,284.86
2021,3,7,3,5.63,283.57
2021,3,7,4,5.92,283.98
2021,3,7,5,6.16,284.46
2021,3,7,6,6.31,284.26
2021,3,7,7,6.38,284.17
2021,3,7,8,6.38,283.88
2021,3,7,9,6.3,283.11
2021,3,7,10,6.2,281.48
2021,3,7,11,6.13,279.46
2021,3,7,12,6.09,277.82
2021,3,7,13,5.95,275.88
2021,3,7,14,5.73,273.44
2021,3,7,15,5.61,273.27
2021,3,7,16,5.43,275.45
2021,3,7,17,5.3,278.21
2021,3,7,18,5.1,278.28
2021,3,7,19,4.96,278.33
2021,3,7,20,4.76,279.17
2021,3,7,21,4.4,281.15
2021,3,7,22,3.88,282.55
2021,3,7,23,3.3,281.18
2021,3,8,0,2.82,276.85
2021,3,8,1,2.53,270.35
2021,3,8,2,2.44,260.99
2021,3,8,3,2.5,252.53
2021,3,8,4,2.65,246.54
2021,3,8,5,3.1,240.52
2021,3,8,6,3.93,239.66
2021,3,8,7,5.03,243.63
2021,3,8,8,6.15,248.29
2021,3,8,9,6.83,250.36
2021,3,8,10,7.33,249.02
2021,3,8,11,7.82,246.46
2021,3,8,12,8.51,246.3
2021,3,8,13,9.22,250.8
2021,3,8,14,9.41,256.94
2021,3,8,15,9.92,266.93
2021,3,8,16,9.62,273.68
2021,3,8,17,9.11,277.69
2021,3,8,18,8.84,283.45
2021,3,8,19,8.63,291.39
2021,3,8,20,8.45,299.84
2021,3,8,21,8.1,307.05
2021,3,8,22,7.98,312.9
2021,3,8,23,7.86,318.55
2021,3,9,0,7.64,324.33
2021,3,9,1,7.25,329.98
2021,3,9,2,6.84,334.05
2021,3,9,3,6.54,335.82
2021,3,9,4,6.35,337.03
2021,3,9,5,6.18,339.18
